fiyat;model;yil;km;vites;yakit;renk;boyaDegisen
420000;Grande 1.4 Fire Active;2006;171000;Düz;Benzin;Gri;0 deðiþen, 0 boyalý
490000;Grande 1.4 Fire Active;2009;164000;Otomatik;LPG & Benzin;Beyaz; 1 deðiþen, 6 boyalý 
560000;Grande 1.3 Multijet Active;2008;45000;Düz;Dizel;Gri (Gümüþ);0 deðiþen, 0 boyalý
389900;Grande 1.4 Fire Active;2008;213000;Düz;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
549900;1.4 Easy S&S;2012;123282;Otomatik;Benzin;Beyaz;0 deðiþen, 0 boyalý
349000;Grande 1.3 Multijet Dynamic;2008;300000;Düz;Dizel;Gri (titanyum); 12 boyalý 
460000;1.3 Multijet Pop;2013;164000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
495000;EVO 1.4 Dynamic;2011;219100;Düz;Benzin;Kahverengi; 2 deðiþen, 2 boyalý 
460000;EVO 1.3 Multijet Dynamic;2011;211000;Düz;Dizel;Gri (metalik); 1 deðiþen, 2 boyalý 
410000;Grande 1.4 Fire Active;2006;187000;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
489000;EVO 1.4 Fire Dynamic;2011;140800;Düz;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
439000;EVO 1.3 Multijet Active;2011;216000;Düz;Dizel;Gri (Gümüþ); 3 deðiþen, 8 boyalý 
450000;Grande 1.3 Multijet Active;2008;183000;Düz;Dizel;Gri (Gümüþ); 4 boyalý 
374000;Grande 1.3 Multijet Dynamic;2006;220000;Düz;Dizel;Kýrmýzý; 1 deðiþen, 0 boyalý  
405000;Grande 1.3 Multijet Dynamic;2006;246000;Düz;Dizel;Mavi; 4 boyalý 
385000;EVO 1.3 Multijet Active;2011;260000;Düz;Dizel;Gri; 2 deðiþen, 2 boyalý 
455000;EVO 1.3 Multijet Active;2010;339000;Düz;Dizel;Yeþil; 1 boyalý 
490000;Grande 1.4 Fire Active;2008;134000;Düz;Benzin;Gri (titanyum); 1 deðiþen, 0 boyalý  
450000;Grande 1.4 Fire Active;2007;143000;Düz;LPG & Benzin;Gri; 1 deðiþen, 1 boyalý 
475000;EVO 1.4 Active;2010;213000;Otomatik;Benzin;Siyah;0 deðiþen, 0 boyalý
375500;Grande 1.3 Multijet Dynamic;2006;200000;Düz;Dizel;Siyah; 2 deðiþen, 2 boyalý 
480000;1.3 Multijet Pop;2012;178100;Düz;Dizel;Beyaz; 2 deðiþen, 0 boyalý 
270000;1.3 Multijet Dynamic;2006;247000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
360000;Grande 1.4 Fire Active;2007;290000;Düz;LPG & Benzin;Kýrmýzý; 2 deðiþen, 11 boyalý 
445000;1.3 Multijet Dynamic;2008;177500;Düz;Dizel;Siyah; 1 deðiþen, 1 boyalý 
590000;1.4 Lounge S&S;2013;58000;Otomatik;Benzin;Gri; 4 boyalý 
310000;1.4 Dynamic;2005;223000;Düz;Benzin;Füme; 3 deðiþen, 9 boyalý 
435000;Grande 1.4 Fire Active;2006;200000;Düz;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
390000;1.4 Mair Easy S&S;2012;165600;Düz;LPG & Benzin;Gri; 5 deðiþen, 8 boyalý 
470000;1.2 Pop;2014;108000;Düz;LPG & Benzin;Gri (titanyum);0 deðiþen, 0 boyalý
440000;1.3 Multijet Easy;2012;260000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
495000;1.3 Multijet Lounge;2012;190000;Düz;Dizel;Siyah;0 deðiþen, 0 boyalý
360000;1.3 Multijet Dynamic;2004;211000;Düz;Dizel;Yeþil;0 deðiþen, 0 boyalý
415000;EVO 1.4 Fire My Life;2012;250000;Düz;LPG & Benzin;Gri;0 deðiþen, 0 boyalý
420000;EVO 1.4 Dynamic;2011;192125;Düz;Benzin;Gri; 1 deðiþen, 3 boyalý 
518750;1.2 Popstar;2014;70000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
530000;EVO 1.4 Multiair Dynamic;2010;153000;Düz;LPG & Benzin;Siyah;0 deðiþen, 0 boyalý
450000;Grande 1.4 Fire Active;2009;126000;Düz;LPG & Benzin;Kýrmýzý; 2 boyalý 
420000;EVO 1.4 Dynamic;2009;195000;Düz;LPG & Benzin;Siyah; 1 deðiþen, 10 boyalý 
395000;Grande 1.4 Fire Active;2007;175000;Düz;LPG & Benzin;Gri;0 deðiþen, 0 boyalý
475000;Grande 1.3 Multijet Active;2010;163500;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
399500;Grande 1.4 Fire S&S;2011;124700;Otomatik;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
535000;1.4 Easy S&S;2013;114000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
548000;1.4 Easy S&S;2012;105000;Otomatik;Benzin;Kýrmýzý; 1 deðiþen, 5 boyalý 
565000;1.2 Pop;2013;74000;Düz;Benzin;Beyaz; 1 boyalý 
485000;1.4 Dynamic;2009;190000;Otomatik;LPG & Benzin;Siyah;0 deðiþen, 0 boyalý
355000;Grande 1.3 Multijet Active;2010;322000;Düz;Dizel;Beyaz; 4 boyalý 
535000;1.3 Multijet Easy;2012;185000;Otomatik;Dizel;Gri (metalik); 4 boyalý 
390000;Grande 1.3 Multijet Active;2006;159000;Düz;Dizel;Mavi;0 deðiþen, 0 boyalý
425000;1.4 Pop S&S;2012;313780;Düz;LPG & Benzin;Gri;0 deðiþen, 0 boyalý
325000;Grande 1.3 Multijet Active;2008;247500;Düz;Dizel;Gri (titanyum);0 deðiþen, 0 boyalý
415000;Grande 1.3 Multijet Active;2008;192060;Düz;Dizel;Gri (metalik); 2 deðiþen, 3 boyalý 
555000;1.4 Popstar S&S;2014;84500;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
540000;1.4 Pop S&S;2012;120000;Otomatik;Benzin;Beyaz; 2 deðiþen, 1 boyalý 
385000;Grande 1.3 Multijet Active;2007;263000;Düz;Dizel;Gri; 1 deðiþen, 3 boyalý 
455000;Grande 1.4 Fire Active;2008;191000;Otomatik;LPG & Benzin;Gri; 1 deðiþen, 9 boyalý 
495900;Grande 1.4 Fire Active;2011;88652;Otomatik;LPG & Benzin;Gri; 6 boyalý 
585000;1.4 Popstar S&S;2016;99100;Düz;LPG & Benzin;Beyaz; 2 deðiþen, 0 boyalý 
359000;1.3 Multijet Pop;2012;337000;Düz;Dizel;Beyaz; 3 deðiþen, 0 boyalý
508000;EVO 1.3 Multijet Dynamic;2012;152000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
450000;Grande 1.3 Multijet Active;2009;219000;Otomatik;Dizel;Gri; 5 boyalý 
437500;Grande 1.3 Multijet Active;2008;127000;Düz;Dizel;Siyah; 2 boyalý 
520000;EVO 1.4 Active;2011;144000;Otomatik;Benzin;Siyah;0 deðiþen, 0 boyalý
380000;Grande 1.4 Fire Active;2010;120000;Düz;LPG & Benzin;Gri (Gümüþ); 3 deðiþen, 1 boyalý 
425000;Grande 1.4 Starjet Dynamic;2007;175000;Düz;LPG & Benzin;Mavi (metalik); 1 deðiþen, 0 boyalý  
310000;1.3 Multijet Dynamic;2006;280000;Düz;Dizel;Beyaz; 3 deðiþen, 4 boyalý 
319000;Grande 1.3 Multijet Active;2008;207000;Düz;Dizel;Gri (titanyum); 1 deðiþen, 10 boyalý 
440000;Grande 1.3 Multijet Active;2011;228000;Düz;Dizel;Siyah; 1 deðiþen, 3 boyalý 
448000;1.4 Pop S&S;2013;96000;Düz;Benzin;Siyah; 2 deðiþen, 4 boyalý 
415000;Grande 1.4 Fire Dynamic;2007;315000;Düz;LPG & Benzin;Gri (Gümüþ); 1 deðiþen, 11 boyalý 
400000;Grande 1.3 Multijet Active;2008;350000;Düz;Dizel;Gri (Gümüþ); 6 boyalý 
490000;Grande 1.4 Fire Active;2009;98000;Otomatik;Benzin;Gri (Gümüþ); 1 deðiþen, 4 boyalý 
330000;1.3 Multijet Shine;2006;309000;Düz;Dizel;Yeþil; 1 deðiþen, 11 boyalý 
499000;1.4 Easy S&S;2012;155000;Düz;LPG & Benzin;Füme; 1 boyalý 
400000;1.3 Multijet Easy;2012;175000;Düz;Dizel;Beyaz; 2 deðiþen, 4 boyalý 
535000;1.4 Easy S&S;2012;142000;Otomatik;LPG & Benzin;Siyah; 1 deðiþen, 0 boyalý  
425000;Grande 1.3 Multijet Active;2008;232000;Otomatik;Dizel;Siyah; 1 deðiþen, 4 boyalý 
480000;1.3 Multijet Dynamic;2006;250000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
482500;EVO 1.3 Multijet Dynamic;2011;185000;Düz;Dizel;Bordo; 1 deðiþen, 2 boyalý 
455000;EVO 1.4 Active;2012;75000;Düz;Benzin;Yeþil;0 deðiþen, 0 boyalý
570000;1.4 Popstar S&S;2016;105000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
285000;1.4 Dynamic;2004;242500;Düz;LPG & Benzin;Füme; 2 deðiþen, 0 boyalý 
450000;EVO 1.4 Multiair Dynamic;2011;275000;Düz;LPG & Benzin;Kýrmýzý; 1 deðiþen, 2 boyalý 
330000;Grande 1.4 Fire Active;2008;281000;Düz;Benzin;Gri;0 deðiþen, 0 boyalý
575000;1.4 Popstar S&S;2016;79000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
410000;Grande 1.4 Fire Dynamic;2008;193000;Düz;Benzin;Siyah; 1 deðiþen, 1 boyalý 
450000;EVO 1.3 Multijet Dynamic;2011;239842;Düz;Dizel;Beyaz; 2 boyalý 
393000;Grande 1.3 Multijet Active;2008;204000;Düz;Dizel;Gri (Gümüþ);0 deðiþen, 0 boyalý
510000;EVO 1.4 Active;2010;181000;Otomatik;LPG & Benzin;Siyah; 6 boyalý 
440000;Grande 1.3 Multijet Active;2007;260000;Düz;Dizel;Gri (Gümüþ); 5 boyalý 
525000;1.3 Multijet Easy;2012;171000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
520000;1.2 Popstar;2015;90000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
437500;1.3 Multijet Pop;2013;212000;Düz;Dizel;Beyaz; 1 deðiþen, 3 boyalý 
599000;1.4 Pop S&S;2012;106000;Otomatik;Benzin;Gri (metalik); 1 deðiþen, 1 boyalý 
475000;1.4 Easy S&S;2012;145000;Düz;LPG & Benzin;Siyah; 3 boyalý 
510000;1.3 Multijet Easy;2012;186000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
640000;1.4 Urban S&S;2014;56000;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
520000;1.3 Multijet Pop;2013;126750;Düz;Dizel;Beyaz; 1 boyalý 
535000;1.3 Multijet Easy;2012;85000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
320000;Grande 1.4 Fire Dynamic;2006;286000;Düz;LPG & Benzin;Siyah; 1 deðiþen, 8 boyalý 
532000;1.3 Multijet Lounge;2012;97500;Otomatik;Dizel;Beyaz; 2 deðiþen, 2 boyalý 
417000;1.3 Multijet Pop;2012;168000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
368000;Grande 1.3 Multijet Dynamic;2006;214000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
400000;Grande 1.3 Multijet Active;2008;205000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
500000;EVO 1.4 Multiair Dynamic;2010;166000;Düz;Benzin;Siyah; 1 boyalý 
380000;Grande 1.3 Multijet Emotion;2006;165000;Düz;Dizel;Kýrmýzý;0 deðiþen, 0 boyalý
520000;EVO 1.3 Multijet Dynamic;2012;170800;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
440000;EVO 1.3 Multijet Dynamic;2012;212850;Düz;Dizel;Siyah; 3 boyalý 
550000;EVO 1.4 Dynamic;2011;76000;Otomatik;LPG & Benzin;Beyaz; 1 deðiþen, 2 boyalý 
515000;1.4 Lounge S&S;2013;175000;Otomatik;LPG & Benzin;Siyah; 1 deðiþen, 0 boyalý  
575000;1.4 Pop S&S;2013;120800;Düz;LPG & Benzin;Bordo;0 deðiþen, 0 boyalý
535000;1.4 Lounge S&S;2013;174000;Düz;LPG & Benzin;Kýrmýzý; 8 boyalý 
355000;1.2 Pop;2012;217000;Düz;Benzin;Beyaz; 1 deðiþen, 10 boyalý 
453000;EVO 1.3 Multijet Active;2011;192000;Düz;Dizel;Gri; 3 boyalý 
624950;1.4 Popstar S&S;2017;78000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
480000;EVO 1.4 Fire Dynamic;2011;178000;Düz;LPG & Benzin;Siyah; 1 deðiþen, 8 boyalý 
320000;Grande 1.3 Multijet Active;2006;261000;Düz;Dizel;Mavi (metalik); 3 deðiþen, 4 boyalý 
505000;1.4 Pop S&S;2012;102000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
575000;1.4 Lounge S&S;2012;78800;Otomatik;Benzin;Beyaz;0 deðiþen, 0 boyalý
430000;EVO 1.3 Multijet Dynamic;2012;240000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
395000;EVO 1.3 Multijet Active;2011;176000;Düz;Dizel;Gri; 1 deðiþen, 8 boyalý 
390000;Grande 1.4 Fire Active;2008;167000;Düz;Benzin;Mavi (metalik); 2 deðiþen, 6 boyalý 
340000;1.3 Multijet Dynamic;2004;181000;Düz;Dizel;Gri (Gümüþ); 1 deðiþen, 6 boyalý 
470000;EVO 1.4 Active;2010;130000;Düz;Benzin;Gri (Gümüþ); 7 boyalý 
499000;EVO 1.4 Dynamic;2011;113000;Otomatik;Benzin;Gri (Gümüþ); 1 deðiþen, 5 boyalý 
315000;1.3 Multijet Shine;2007;270000;Düz;Dizel;Gri; 10 boyalý 
430000;Grande 1.4 Fire Active;2006;187397;Düz;LPG & Benzin;Mavi; 4 boyalý 
565000;EVO 1.3 Multijet Dynamic;2011;218000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
440000;Grande 1.4 Fire Active;2010;165000;Düz;LPG & Benzin;Siyah; 1 boyalý 
415000;Grande 1.4 Fire Active;2009;173000;Düz;LPG & Benzin;Kýrmýzý; 5 boyalý 
580000;1.3 Multijet Easy;2012;105000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
469900;EVO 1.3 Multijet My Life;2011;191100;Düz;Dizel;Gri; 1 deðiþen, 6 boyalý 
430000;Grande 1.3 Multijet Dynamic;2011;185000;Düz;Dizel;Beyaz; 2 deðiþen, 5 boyalý 
480000;Grande 1.3 Multijet Active;2010;105000;Düz;Dizel;Kýrmýzý;0 deðiþen, 0 boyalý
515000;EVO 1.4 Multiair Dynamic;2011;173000;Düz;LPG & Benzin;Siyah; 1 boyalý 
399000;Grande 1.3 Multijet Active;2007;222000;Düz;Dizel;Füme; 5 boyalý 
295000;1.2 Dynamic;2004;250000;Otomatik;Benzin;Lacivert;13 boyalý
455000;1.3 Multijet Pop;2013;195000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
341999;Grande 1.4 Fire Active;2008;303000;Düz;LPG & Benzin;Gri (metalik); 2 deðiþen, 8 boyalý 
475000;Grande 1.3 Multijet Dynamic;2011;210000;Düz;Dizel;Mavi;0 deðiþen, 0 boyalý
530000;1.4 Pop S&S;2012;76300;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
485000;1.4 Pop S&S;2013;180500;Otomatik;Benzin;Beyaz; 1 deðiþen, 3 boyalý 
505000;1.3 Multijet Pop;2013;202000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
459999;EVO 1.4 Active;2011;138000;Otomatik;Benzin;Beyaz; 3 deðiþen, 6 boyalý 
415000;Grande 1.3 Multijet Active;2007;243500;Düz;Dizel;Bej; 1 deðiþen, 9 boyalý 
650000;1.4 Easy S&S;2016;37000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
380000;Grande 1.4 Fire Active;2008;183000;Düz;Benzin;Siyah; 7 boyalý 
450000;1.3 Multijet Easy;2014;111000;Düz;Dizel;Kýrmýzý; 1 deðiþen, 2 boyalý 
460000;EVO 1.3 Multijet Active;2011;215000;Düz;Dizel;Gri (Gümüþ);0 deðiþen, 0 boyalý
485000;1.3 Multijet Pop;2013;162000;Düz;Dizel;Beyaz; 1 boyalý 
550000;1.4 Easy S&S;2013;157000;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
365000;Grande 1.3 Multijet Active;2007;274000;Düz;Dizel;Gri (Gümüþ);0 deðiþen, 0 boyalý
360000;Grande 1.4 Fire Dynamic;2006;218000;Düz;LPG & Benzin;Gri; 1 deðiþen, 2 boyalý 
380000;Grande 1.4 Fire Dynamic;2007;176000;Otomatik;LPG & Benzin;Gri (titanyum);0 deðiþen, 0 boyalý
440000;1.3 Multijet Pop;2012;180000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
375000;1.3 Multijet Easy;2012;240000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
445000;1.3 Multijet Pop;2013;182000;Düz;Dizel;Beyaz; 1 deðiþen, 0 boyalý  
400000;1.3 Multijet Dynamic;2006;292000;Düz;Dizel;Gri (Gümüþ); 2 deðiþen, 7 boyalý 
400000;Grande 1.4 Fire Active;2007;160000;Düz;LPG & Benzin;Gri (titanyum);0 deðiþen, 0 boyalý
445000;Grande 1.3 Multijet 1.3 Multijet;2011;158000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
340000;Grande 1.3 Multijet Active;2007;300000;Düz;Dizel;Siyah; 10 boyalý 
400000;Grande 1.3 Multijet Active;2007;180000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
610000;1.4 Mair Lounge S&S;2012;140000;Düz;Benzin;Yeþil (metalik); 1 boyalý 
430000;Grande 1.4 Fire Fun;2009;213000;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
375000;EVO 1.3 Multijet Dynamic;2012;324000;Düz;Dizel;Kýrmýzý; 2 deðiþen, 0 boyalý 
540000;EVO 1.4 Fire Dynamic;2011;200000;Düz;LPG & Benzin;Siyah;0 deðiþen, 0 boyalý
460000;1.3 Multijet Lounge;2012;178173;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
460000;1.3 Multijet Easy;2013;167000;Düz;Dizel;Gri; 3 deðiþen, 4 boyalý 
550000;EVO 1.3 Multijet Dynamic;2011;202000;Otomatik;Dizel;Beyaz;0 deðiþen, 0 boyalý
365000;Grande 1.4 Fire Active;2007;219500;Düz;LPG & Benzin;Gri (titanyum);13 boyalý
335000;1.3 Multijet Dynamic;2006;355200;Düz;Dizel;Bordo;0 deðiþen, 0 boyalý
430000;Grande 1.4 T-Jet Dynamic;2009;119250;Düz;Benzin;Siyah; 2 deðiþen, 3 boyalý 
440000;Grande 1.3 Multijet Active;2007;242000;Düz;Dizel;Kýrmýzý; 2 deðiþen, 1 boyalý 
300000;1.3 Multijet Dynamic;2004;276366;Düz;Dizel;Yeþil (metalik); 3 boyalý 
370000;Grande 1.4 Fire Active;2009;260000;Düz;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
500000;1.2 Popstar;2014;117000;Düz;Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
580000;EVO 1.3 Multijet Dynamic;2012;131600;Düz;Dizel;Beyaz; 1 deðiþen, 0 boyalý  
470000;Grande 1.4 Fire Active;2011;132000;Düz;LPG & Benzin;Gri (Gümüþ); 3 boyalý 
555000;EVO 1.4 Dynamic;2011;138000;Otomatik;LPG & Benzin;Siyah; 1 deðiþen, 6 boyalý 
340000;Grande 1.4 Fire Dynamic;2008;250000;Düz;LPG & Benzin;Gri (titanyum); 2 deðiþen, 6 boyalý 
385000;Grande 1.3 Multijet 1.3 Multijet;2011;297000;Düz;Dizel;Gri (Gümüþ); 1 deðiþen, 6 boyalý 
349000;Grande 1.4 Fire Dynamic;2007;320000;Düz;Benzin;Kýrmýzý; 3 deðiþen, 10 boyalý 
450000;Grande 1.4 Fire Dynamic;2009;174000;Düz;Benzin;Kýrmýzý; 2 boyalý 
410000;Grande 1.3 Multijet Active;2008;204000;Düz;Dizel;Gri (titanyum);0 deðiþen, 0 boyalý
410000;Grande 1.3 Multijet Emotion;2009;196000;Otomatik;Dizel;Kýrmýzý; 3 deðiþen, 3 boyalý 
350000;Grande 1.4 Fire Active;2006;233500;Düz;LPG & Benzin;Mavi; 1 deðiþen, 5 boyalý 
360000;Grande 1.4 Fire Active;2006;215943;Düz;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
400000;Grande 1.3 Multijet Dynamic;2006;295000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
520000;1.4 Easy S&S;2012;206000;Düz;LPG & Benzin;Gri (Gümüþ);0 deðiþen, 0 boyalý
555000;EVO 1.4 Active;2011;167500;Otomatik;LPG & Benzin;Gri;0 deðiþen, 0 boyalý
465000;EVO 1.4 Fire My Life;2011;203000;Düz;Benzin;Beyaz; 1 deðiþen, 0 boyalý  
490000;1.3 Multijet Pop;2012;285000;Düz;Dizel;Beyaz; 1 deðiþen, 1 boyalý 
480000;1.2 Pop;2012;109000;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
405000;1.4 Dynamic;2010;184200;Otomatik;LPG & Benzin;Gri (Gümüþ); 2 deðiþen, 8 boyalý 
380000;Grande 1.4 Fire Active;2007;250000;Düz;LPG & Benzin;Siyah; 2 deðiþen, 4 boyalý 
380000;1.4 Easy S&S;2013;297000;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
475000;Grande 1.4 Fire Active;2008;178000;Otomatik;LPG & Benzin;Gri (titanyum); 2 deðiþen, 2 boyalý 
498500;EVO 1.3 Multijet Dynamic;2011;229000;Düz;Dizel;Siyah; 1 deðiþen, 2 boyalý 
477500;EVO 1.4 Active;2010;105000;Otomatik;Benzin;Lacivert; 1 deðiþen, 8 boyalý 
500000;1.4 Pop S&S;2012;93600;Düz;Benzin;Beyaz;0 deðiþen, 0 boyalý
340000;Grande 1.3 Multijet Active;2010;272500;Düz;Dizel;Gri (Gümüþ); 12 boyalý 
465000;Grande 1.4 Starjet Dynamic;2007;118000;Düz;Benzin;Siyah;0 deðiþen, 0 boyalý
410000;Grande 1.4 Fire Dynamic;2007;143000;Düz;Benzin;Yeþil; 3 deðiþen, 7 boyalý 
535000;1.4 Easy S&S;2012;123000;Otomatik;Benzin;Beyaz; 1 deðiþen, 1 boyalý 
365000;Grande 1.4 Fire Active;2007;186000;Düz;LPG & Benzin;Siyah;0 deðiþen, 0 boyalý
490000;EVO 1.4 Active;2010;137835;Otomatik;Benzin;Siyah;0 deðiþen, 0 boyalý
450000;EVO 1.3 Multijet Dynamic;2011;265000;Düz;Dizel;Siyah; 1 deðiþen, 5 boyalý 
540000;1.4 Pop S&S;2012;140000;Düz;Benzin;Siyah;0 deðiþen, 0 boyalý
400000;Grande 1.4 Fire Active;2007;217000;Düz;Benzin;Gri; 2 boyalý 
530000;EVO 1.4 Active;2011;168000;Otomatik;LPG & Benzin;Gri (Gümüþ);0 deðiþen, 0 boyalý
537500;1.4 Popstar S&S;2016;84700;Düz;Benzin;Beyaz; 3 boyalý 
303000;Grande 1.4 Fire Dynamic;2006;373000;Düz;LPG & Benzin;Gri; 3 boyalý 
369000;Grande 1.3 Multijet Active;2011;283000;Düz;Dizel;Gri; 2 deðiþen, 8 boyalý 
410000;Grande 1.4 Fire Active;2006;107000;Düz;LPG & Benzin;Kýrmýzý; 6 boyalý 
445000;Grande 1.3 Multijet Dynamic;2009;240250;Düz;Dizel;Gri (titanyum);0 deðiþen, 0 boyalý
491000;1.4 Lounge S&S;2012;155641;Otomatik;LPG & Benzin;Gri (titanyum); 2 deðiþen, 0 boyalý 
397500;Grande 1.3 Multijet Active;2007;244000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
655000;Grande 1.3 Multijet Emotion;2007;218000;Düz;Dizel;Lacivert; 2 deðiþen, 2 boyalý 
405000;Grande 1.3 Multijet Active;2008;188000;Düz;Dizel;Kýrmýzý; 2 deðiþen, 6 boyalý 
450000;1.2 Pop;2013;147000;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
485000;Grande 1.4 Fire Active;2009;170000;Otomatik;LPG & Benzin;Siyah; 1 deðiþen, 5 boyalý 
469000;Grande 1.4 Fire Active;2007;179000;Düz;LPG & Benzin;Kýrmýzý; 2 boyalý 
460000;Grande 1.4 Fire Active;2006;219000;Düz;LPG & Benzin;Kýrmýzý; 3 boyalý 
418000;Grande 1.4 Fire Active;2007;180000;Düz;LPG & Benzin;Gri (Gümüþ);0 deðiþen, 0 boyalý
380000;Grande 1.3 Multijet Dynamic;2007;310000;Düz;Dizel;Kýrmýzý; 1 deðiþen, 0 boyalý  
345000;1.3 Multijet Shine;2006;258000;Düz;Dizel;Gri; 2 deðiþen, 0 boyalý 
395000;Grande 1.4 Fire Active;2008;213000;Düz;LPG & Benzin;Gri; 1 deðiþen, 4 boyalý 
400000;Grande 1.3 Multijet Active;2009;218000;Düz;Dizel;Gri (titanyum); 2 boyalý 
500000;1.3 Multijet Lounge;2012;184000;Düz;Dizel;Beyaz; 1 deðiþen, 0 boyalý  
500000;1.4 Pop S&S;2012;158816;Düz;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
387000;Grande 1.3 Multijet Dynamic;2006;400000;Düz;Dizel;Siyah; 2 deðiþen, 10 boyalý 
455000;Grande 1.4 Fire S&S;2011;135000;Düz;LPG & Benzin;Bej; 1 deðiþen, 4 boyalý 
387000;1.3 Multijet Pop;2013;202000;Düz;Dizel;Beyaz; 4 boyalý 
550000;EVO 1.4 Dynamic;2011;136000;Otomatik;LPG & Benzin;Beyaz;0 deðiþen, 0 boyalý
370000;Grande 1.3 Multijet Active;2009;191000;Düz;Dizel;Gri; 2 deðiþen, 4 boyalý 
502000;EVO 1.4 Dynamic;2011;92000;Düz;Benzin;Gri; 1 deðiþen, 1 boyalý 
489000;EVO 1.3 Multijet My Life;2012;220700;Düz;Dizel;Gri (metalik); 1 boyalý 
510000;EVO 1.4 Multiair Dynamic;2011;166000;Düz;LPG & Benzin;Gri (titanyum); 1 deðiþen, 5 boyalý 
450000;Grande 1.3 Multijet Dynamic;2008;167000;Düz;Dizel;Gri (Gümüþ); 2 boyalý 
520000;EVO 1.4 Active;2011;172300;Düz;Benzin;Gri;0 deðiþen, 0 boyalý
410000;Grande 1.4 Fire Active;2008;175000;Düz;LPG & Benzin;Gri;0 deðiþen, 0 boyalý
510000;1.4 Easy S&S;2013;194800;Düz;LPG & Benzin;Beyaz; 3 deðiþen, 2 boyalý 
387500;Grande 1.3 Multijet Active;2007;265000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
270000;1.7 D;2003;329000;Düz;Dizel;Beyaz;0 deðiþen, 0 boyalý
390000;Grande 1.3 Multijet Dynamic;2008;317000;Otomatik;Dizel;Gri (Gümüþ);0 deðiþen, 0 boyalý
365000;Grande 1.4 Fire Dynamic;2006;193600;Düz;LPG & Benzin;Gri (metalik);0 deðiþen, 0 boyalý
345000;Grande 1.3 Multijet Active;2006;365000;Düz;Dizel;Gri;0 deðiþen, 0 boyalý
615000;EVO 1.4 Fire My Life;2011;107200;Otomatik;LPG & Benzin;Kýrmýzý;0 deðiþen, 0 boyalý
420000;1.3 Multijet Pop;2013;176500;Düz;Dizel;Beyaz; 1 deðiþen, 8 boyalý 
359000;Grande 1.3 Multijet Active;2008;284000;Düz;Dizel;Gri; 5 boyalý 
465000;1.3 Multijet Popstar;2013;230000;Düz;Dizel;Beyaz; 4 boyalý 
